actual_price,predicted_price,confidence,direction,equity
180.31,180.4193,0.50071394,0,996.8483623415553
180.84,179.96289,0.5400791,0,996.8483623415553
180.78,181.347,0.47150597,0,996.8483623415553
181.26,181.8388,0.47003204,0,996.8483623415553
181.24,181.90761,0.4111565,0,996.8483623415553
181.7,181.96832,0.48157477,0,996.8483623415553
182.52,183.5659,0.37291768,1,996.8483623415553
181.39,183.05812,0.32257852,0,996.8483623415553
180.74,182.7339,0.30657586,0,996.8483623415553
179.34,181.815,0.28300735,0,996.8483623415553
177.68,180.05876,0.33213657,0,996.8483623415553
175.7,177.63832,0.41642827,0,996.8483623415553
177.35,174.75162,0.51600754,1,996.8483623415553
179.27,177.01929,0.505582,0,996.8483623415553
177.29,178.03589,0.4199548,0,996.8483623415553
177.77,177.75668,0.4324263,1,996.8483623415553
175.32,177.58731,0.4766847,0,996.8483623415553
175.46,174.85011,0.48367947,1,996.8483623415553
173.82,174.7568,0.5737405,0,996.8483623415553
172.89,173.44124,0.55096495,0,996.8483623415553
172.22,172.3532,0.6346999,0,996.8483623415553
169.65,171.68855,0.65053797,0,996.8483623415553
